
10200	Obj: 0.1523,	F: 0.3874,	Cf: 0.4488,	ValObj: 0.1523,	VaF: 0.3875,	ate_train: 1.2626,	ate_test: 1.2693	pehe_train: 1.4411,	pehe_test: 1.4484,	ate_ood: 1.1469,	pehe_ood: 1.5544
10300	Obj: 0.1520,	F: 0.3870,	Cf: 0.4799,	ValObj: 0.1525,	VaF: 0.3876,	ate_train: 1.3182,	ate_test: 1.3253	pehe_train: 1.5628,	pehe_test: 1.5717,	ate_ood: 1.1478,	pehe_ood: 1.6151
10400	Obj: 0.1518,	F: 0.3867,	Cf: 0.4679,	ValObj: 0.1521,	VaF: 0.3871,	ate_train: 1.2793,	ate_test: 1.2868	pehe_train: 1.5020,	pehe_test: 1.5111,	ate_ood: 1.1596,	pehe_ood: 1.6545
10500	Obj: 0.1517,	F: 0.3867,	Cf: 0.4646,	ValObj: 0.1520,	VaF: 0.3871,	ate_train: 1.2879,	ate_test: 1.2948	pehe_train: 1.5056,	pehe_test: 1.5141,	ate_ood: 1.1690,	pehe_ood: 1.6331
10600	Obj: 0.1518,	F: 0.3867,	Cf: 0.4714,	ValObj: 0.1522,	VaF: 0.3873,	ate_train: 1.2778,	ate_test: 1.2854	pehe_train: 1.5103,	pehe_test: 1.5204,	ate_ood: 1.1211,	pehe_ood: 1.5953
10700	Obj: 0.1518,	F: 0.3867,	Cf: 0.4762,	ValObj: 0.1521,	VaF: 0.3871,	ate_train: 1.3085,	ate_test: 1.3156	pehe_train: 1.5476,	pehe_test: 1.5570,	ate_ood: 1.1903,	pehe_ood: 1.6980
10800	Obj: 0.1518,	F: 0.3867,	Cf: 0.4668,	ValObj: 0.1522,	VaF: 0.3873,	ate_train: 1.3009,	ate_test: 1.3078	pehe_train: 1.5109,	pehe_test: 1.5193,	ate_ood: 1.1469,	pehe_ood: 1.5895
10900	Obj: 0.1517,	F: 0.3866,	Cf: 0.4600,	ValObj: 0.1521,	VaF: 0.3871,	ate_train: 1.2777,	ate_test: 1.2845	pehe_train: 1.4774,	pehe_test: 1.4851,	ate_ood: 1.1998,	pehe_ood: 1.6992
11000	Obj: 0.1519,	F: 0.3869,	Cf: 0.4834,	ValObj: 0.1527,	VaF: 0.3878,	ate_train: 1.3056,	ate_test: 1.3131	pehe_train: 1.5615,	pehe_test: 1.5715,	ate_ood: 1.1460,	pehe_ood: 1.6471
11100	Obj: 0.1517,	F: 0.3866,	Cf: 0.4624,	ValObj: 0.1521,	VaF: 0.3872,	ate_train: 1.2807,	ate_test: 1.2880	pehe_train: 1.4891,	pehe_test: 1.4977,	ate_ood: 1.1501,	pehe_ood: 1.6188
